State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Maharashtra,44.67,Bajaj,Platina 110,75453,2022,848,Petrol,58.41,second owner,2022,,Individual,36751.97,tier 2
Delhi,57.97,Royal Enfield,Interceptor 650,326146,2023,516,Electric,65.97,first owner,2023,  Active  ,Dealer,,tier 2
KARNATAKA,30.63,Bajaj,CT 100,232353,2020,577,Hybrid,82.45,SECOND,2021,Not Available,Dealer,155275.73,Tier 3
RAJASTHAN,66.13,KAWASAKI,Ninja 400,255349,2021,361,hybrid,92.82,first owner,2021,expired,  Individual  ,153625.01,  Metro  
  West Bengal  ,73.16,ROYAL ENFIELD,Meteor 350,395649,2017,999,Petrol,41.0,THIRD,2021,EXPIRED,Dealer,265851.43,TIER 3
  Karnataka  ,19.34,Royal Enfield,Himalayan,163979,2023,885,Petrol,31.99,SECOND,2024,Active,DEALER,124987.99280199269,TIER 1
Uttar Pradesh,55.03,Kawasaki,Vulcan S,110493,2024,453,Hybrid,67.68,FIRST,2024,NOT AVAILABLE,Dealer,51861.41,Tier 3
Rajasthan,22.15,KTM,Duke 200,320435,2024,334,electric,61.26,second owner,2024,,Dealer,200058.28,  Metro  
Punjab,59.97,Royal Enfield,Interceptor 650,88875,2021,129,Electric,78.24,third owner,2021,active,Dealer,52290.54,tier 2
uttar pradesh,28.0,Royal Enfield,Interceptor 650,206245,2018,941,hybrid,76.04,Second,2024,Expired,Individual,90144.01,TIER 2
Gujarat,68.27,TVS,Ronin,218954,2024,116,Electric,72.41,FIRST,2024,Not Available,Dealer,114251.53,Tier 1
Punjab,59.54,  Royal Enfield  ,Meteor 350,215717,2022,733,Hybrid,95.82,2nd,2022,Expired,Dealer,109140.39,TIER 1
Gujarat,39.2,Yamaha,MT-15,313862,2021,331,Petrol,56.5,3rd,2021,EXPIRED,Individual,127217.74,Tier 2
MADHYA PRADESH,54.03,Bajaj,CT 100,224266,2023,596,Electric,77.11,second owner,2024,expired,Individual,167899.96,tier 1
Rajasthan,23.92,TVS,NTorq 125,248111,2019,135,Petrol,33.85,THIRD,2024,not available,Individual,,Tier 3
Tamil Nadu,61.54,Hero,Xtreme 160R,77958,2020,727,HYBRID,60.49,SECOND,2023,Active,dealer,37307.25,METRO
Gujarat,54.52,Hero,HF Deluxe,284874,2021,538,Petrol,26.36,2nd,2024,Expired,dealer,129923.13,Tier 2
DELHI,55.63,Bajaj,CT 100,320670,2023,425,Hybrid,70.59,third owner,2024,Expired,Individual,,Metro
Tamil Nadu,28.28,BAJAJ,Platina 110,206778,2018,600,  Petrol  ,54.86,Third,2024,Not Available,Dealer,,Tier 1
  Rajasthan  ,32.07,  Honda  ,CBR 650R,291527,2019,550,hybrid,-15.0,,2023,Active,Dealer,153738.78,tier 3
Madhya Pradesh,46.67,Honda,CBR 650R,303770,2024,729,electric,77.81,Third,2024,  Active  ,Individual,174223.67,tier 2
RAJASTHAN,76.79,KTM,390 Adventure,369006,2021,612,ELECTRIC,88.72,second owner,2022,Active,INDIVIDUAL,160797.26,metro
Gujarat,32.1,ktm,RC 390,221313,2017,129,hybrid,96.63,second owner,2021,,Dealer,102138.56,TIER 1
Tamil Nadu,56.06,honda,Shine,190386,2018,988,Hybrid,92.47,2nd,2022,NOT AVAILABLE,Individual,121090.38,Tier 1
  Delhi  ,16.86,  Hero  ,HF Deluxe,274558,2015,395,electric,84.6,second owner,2013,,individual,113057.69,tier 1
  Tamil Nadu  ,65.98,kawasaki,Z650,152189,2015,294,Hybrid,91.08,2nd,2022,NOT AVAILABLE,Individual,,Tier 2
Punjab,25.4,Honda,CBR 650R,387255,2019,559,HYBRID,71.04,Third,2021,Not Available,Individual,296029.09,Tier 3
Madhya Pradesh,63.66,Yamaha,Fascino 125,382831,2022,744,Hybrid,80.57,Third,2023,  Active  ,Dealer,298617.61,  Tier 3  
Punjab,72.75,royal enfield,Meteor 350,284443,2022,485,Petrol,42.0,Third,2024,Active,  Dealer  ,135780.89,Metro
Madhya Pradesh,40.1,Hero,Glamour,262628,2021,878,Hybrid,70.99,First,2021,EXPIRED,Dealer,188983.32,Metro
Madhya Pradesh,48.37,Royal Enfield,Classic 350,365940,2022,934,  Petrol  ,35.97,,2022,  Expired  ,dealer,181406.02,Tier 2
Karnataka,78.21,  Hero  ,HF Deluxe,306778,2024,939,Electric,71.95,third owner,2024,Active,DEALER,135956.49,  Tier 3  
Maharashtra,8.26,Kawasaki,Z650,178176,2016,886,  Electric  ,65.17,third owner,2021,Expired,INDIVIDUAL,85446.81,metro
DELHI,17.43,ktm,250 Duke,276058,2018,519,Petrol,28.62,second owner,2022,,  Dealer  ,187403.58,  Metro  
Madhya Pradesh,53.86,BAJAJ,Avenger 220,81825,2020,672,HYBRID,84.59,SECOND,2022,Active,  Individual  ,34196.97,METRO
  Rajasthan  ,43.37,TVS,Sport,393631,2022,114,HYBRID,76.42,First,2022,Not Available,Dealer,310667.65,Metro
MAHARASHTRA,62.11,Bajaj,Pulsar 150,102023,2022,519,electric,70.04,Second,2022,EXPIRED,Dealer,79922.78,tier 2
KARNATAKA,7.11,Honda,CBR 650R,222160,2024,710,hybrid,63.18,1st,2024,Active,INDIVIDUAL,161735.82,Tier 2
madhya pradesh,14.86,Bajaj,Dominar 400,222360,2020,505,PETROL,56.43,Second,2024,Active,DEALER,153779.34,Tier 3
Madhya Pradesh,35.43,Yamaha,FZ V3,291213,2015,560,petrol,,THIRD,2023,Expired,Dealer,132165.92,TIER 2
Rajasthan,47.52,Ktm,RC 390,129914,2019,982,Hybrid,91.33,3rd,2022,Not Available,Dealer,92917.39,Tier 3
rajasthan,38.98,ktm,Duke 200,396276,2022,850,Hybrid,98.85,THIRD,2024,  Expired  ,  Individual  ,247679.06,Tier 3
west bengal,42.79,TVS,Ronin,242218,2022,930,petrol,38.06,1st,2022,Active,INDIVIDUAL,153415.44,Tier 1
Madhya Pradesh,38.03,Ktm,390 Adventure,106604,2016,662,Hybrid,96.38,THIRD,2024,Active,Individual,51615.38,Tier 2
MADHYA PRADESH,71.83,Hero,Glamour,207944,2017,141,Hybrid,81.94,,2021,Expired,Dealer,107769.8,TIER 3
maharashtra,8.27,HERO,Passion Pro,"₹369,196",2024,552,Hybrid,95.95,1st,2024,Expired,Dealer,240455.12,TIER 3
karnataka,11.93,Ktm,250 Duke,205979,2022,121,Electric,82.53,FIRST,2022,Not Available,INDIVIDUAL,163235.75,Tier 3
Punjab,25.39,yamaha,MT-15,233599,2021,959,hybrid,78.59,SECOND,2021,  Expired  ,  Dealer  ,,TIER 3
GUJARAT,12.64,  Kawasaki  ,Ninja 300,110653,2016,114,Hybrid,98.38,Second,2023,  Expired  ,Individual,83610.18,Tier 3
UTTAR PRADESH,58.29,  Honda  ,Activa,62971,2023,584,Electric,99.27,First,2023,Expired,  Individual  ,27961.09,  Tier 3  
  Uttar Pradesh  ,32.5,BAJAJ,CT 100,307703,2020,356,ELECTRIC,82.59,Third,2021,active,Dealer,192750.42,Tier 1
Rajasthan,68.67,Honda,Dio,222360,2024.0,992,hybrid,94.12,THIRD,2024,Active,Dealer,171857.57,Tier 3
Uttar Pradesh,10.77,  Hero  ,Xtreme 160R,394469,2015,167,Electric,92.87,SECOND,2022,EXPIRED,individual,217482.98,Tier 1
Gujarat,24.9,HERO,Passion Pro,247813,2020,261,Petrol,57.3,second owner,2023,EXPIRED,dealer,175842.4,Tier 3
  Karnataka  ,25.08,BAJAJ,CT 100,248029,2020,996,Petrol,29.76,3rd,2024,Expired,INDIVIDUAL,107097.58,Tier 3
West Bengal,60.6,Hero,Glamour,151952,2023,469,Electric,83.33,FIRST,2023,  Active  ,individual,119643.15,Tier 2
RAJASTHAN,44.23,Yamaha,Ray ZR,111735,2020,185,Petrol,43.42,THIRD,2022,Not Available,Dealer,,Metro
Madhya Pradesh,53.04,Royal Enfield,Classic 350,115226,2022,186,Electric,71.54,2nd,2023,Expired,  Dealer  ,60886.54,tier 2
  Tamil Nadu  ,26.27,Kawasaki,Versys 650,319870,2016,842,Hybrid,99.2,,2023,Expired,Dealer,174791.22,TIER 3
Uttar Pradesh,53.02,Hero,HF Deluxe,151594,2019,645,PETROL,43.48,third owner,2024,Not Available,INDIVIDUAL,68591.95,TIER 1
Punjab,31.61,KTM,125 Duke,224182,2021,127,Hybrid,82.21,Second,2021,NOT AVAILABLE,INDIVIDUAL,142821.61,Tier 3
UTTAR PRADESH,55.82,Kawasaki,Ninja 400,353184,2017,402,HYBRID,71.1,second owner,2021,NOT AVAILABLE,Dealer,202437.15,Tier 2
  Madhya Pradesh  ,75.82,  Hero  ,Passion Pro,196119,2020,506,electric,70.45,Second,2023,Active,DEALER,140231.51,Tier 1
delhi,70.95,royal enfield,Meteor 350,135677,2024,706,hybrid,92.94,2nd,2024,Active,individual,69640.3,Tier 1
Delhi,13.99,hero,HF Deluxe,176150,2020,577,HYBRID,77.24,,2021,Not Available,Individual,121418.62,  Tier 2  
  Punjab  ,39.25,YAMAHA,Fascino 125,186839,2020,275,Hybrid,98.23,3rd,2022,Not Available,  Dealer  ,126610.77,Tier 1
Karnataka,5.58,tvs,Apache RTR 160,363385,2021,399,electric,78.31,Third,2023,Not Available,Dealer,192657.05,  Metro  
Tamil Nadu,50.74,HONDA,Shine,357669,2024,494,Electric,82.05,SECOND,2024,  Not Available  ,Dealer,281826.69,metro
gujarat,44.14,  Bajaj  ,Dominar 400,161535,2023,609,Electric,62.79,3rd,2024,EXPIRED,dealer,90184.11,tier 2
Gujarat,71.53,TVS,NTorq 125,168708,2021,420,Hybrid,98.31,First,2021,NOT AVAILABLE,  Individual  ,104740.65,METRO
Tamil Nadu,32.29,Kawasaki,Ninja 400,142362,2021,790,Hybrid,60.78,First,2021,Active,Individual,65530.36,Tier 1
Madhya Pradesh,31.24,kawasaki,Vulcan S,80411,2023,182,Hybrid,93.79,3rd,2024,Not Available,Individual,40136.35,  Metro  
rajasthan,10.09,KTM,390 Adventure,174687,2015,487,Petrol,58.08,Third,2024,Not Available,Dealer,73257.6,tier 1
Maharashtra,16.92,Bajaj,Dominar 400,78804,2023,845,Hybrid,96.52,THIRD,2023,Active,  Dealer  ,44945.49,  Tier 3  
Madhya Pradesh,35.19,  Royal Enfield  ,Meteor 350,360420,2023,545,petrol,53.27,1st,2023,EXPIRED,Dealer,201978.3,  Tier 3  
Tamil Nadu,18.26,Bajaj,Dominar 400,142434,2022,235,Hybrid,91.96,THIRD,2022,  Not Available  ,DEALER,85175.69,tier 2
karnataka,67.1,Yamaha,FZ V3,176287,2023,659,Petrol,56.86,,2023,Not Available,  Individual  ,114124.14,  Tier 2  
RAJASTHAN,50.31,Bajaj,CT 100,267779,2023,921,  Hybrid  ,88.31,THIRD,2024,Expired,Dealer,204903.09,tier 3
Uttar Pradesh,47.76,  Honda  ,Shine,"₹380,071",2023,928,Hybrid,89.92,SECOND,2024,active,DEALER,171149.96,Metro
  West Bengal  ,48.66,KTM,125 Duke,384766,2018,790,  Hybrid  ,94.82,Second,2021,Not Available,individual,244407.54,Tier 3
Maharashtra,11.09,royal enfield,Meteor 350,132411,2022,734,Petrol,49.8,first owner,2022,Not Available,INDIVIDUAL,102265.65,tier 3
Delhi,16.51,YAMAHA,FZ V3,390436,2015,222,Petrol,42.49,second owner,2022,Expired,Dealer,238535.5,Tier 3
West Bengal,22.27,kawasaki,Ninja 400,329678,2023,277,Petrol,46.28,FIRST,2023,Active,Individual,220311.73,  Tier 2  
Maharashtra,40.72,KTM,125 Duke,112188,2021,621,Electric,62.68,third owner,2023,EXPIRED,Dealer,75550.05,metro
Rajasthan,68.86,Tvs,Apache RTR 160,"₹322,805",2020,274,Electric,69.06,3rd,2021,  Not Available  ,Dealer,179197.1,  Metro  
  Gujarat  ,57.82,KTM,Duke 200,281144,2019,753,Hybrid,75.65,third owner,2021,active,dealer,223593.87874591563,Tier 3
Maharashtra,32.77,BAJAJ,CT 100,53201,2017,754,Hybrid,82.93,,2024,Not Available,Individual,26744.07,Tier 2
  Maharashtra  ,10.29,  Yamaha  ,FZ V3,158980,2017,351,  Electric  ,71.56,2nd,2024,not available,Dealer,98821.97,Tier 2
MADHYA PRADESH,60.53,Royal Enfield,Hunter 350,338937,2020,405,Electric,72.02,Second,2023,not available,  Dealer  ,187106.92,tier 1
Delhi,72.51,hero,Splendor Plus,274009,2018,417,  Hybrid  ,81.85,Second,2021,Active,Dealer,,TIER 1
Tamil Nadu,75.51,Yamaha,Fascino 125,377922,2022,915,Hybrid,91.46,third owner,2023,Not Available,  Individual  ,161962.88,Metro
Madhya Pradesh,8.33,HONDA,CBR 650R,274409,2024,785,  Petrol  ,42.7,SECOND,2024,Active,Dealer,189624.37,Tier 3
  Delhi  ,46.97,Hero,Glamour,357100,2021,466,Petrol,54.56,second owner,2024,Not Available,Individual,224241.49,tier 1
Maharashtra,37.06,  TVS  ,Ronin,393908,2023,588,  Hybrid  ,91.91,first owner,2023,active,INDIVIDUAL,267321.55,Tier 2
Rajasthan,37.42,Hero,HF Deluxe,93966,2024,150,Petrol,50.9,FIRST,2024,not available,Individual,53471.53,Tier 3
Rajasthan,41.82,Ktm,250 Duke,189781,2021,935,petrol,39.3,third owner,2021,EXPIRED,  Dealer  ,103019.67,Tier 3
Delhi,46.89,TVS,Sport,258524,2023,338,Hybrid,,third owner,2023,Expired,INDIVIDUAL,130796.94,Tier 1
TAMIL NADU,39.54,yamaha,Fascino 125,179554,2019,575,petrol,56.85,SECOND,2022,  Expired  ,DEALER,93733.53,Tier 2
karnataka,41.98,TVS,Apache RTR 160,317111,2024.0,958,Petrol,40.13,3rd,2024,Not Available,Dealer,238045.07,  Tier 1  
Karnataka,63.0,Yamaha,FZ V3,300701,2016,595,Electric,75.46,THIRD,2021,Not Available,Individual,156290.66,Tier 1
Uttar Pradesh,11.54,Honda,Activa,302547,2019,469,Electric,71.95,3rd,2024,Active,INDIVIDUAL,124843.95,tier 3
maharashtra,66.78,KTM,250 Duke,89182,2024,882,  Electric  ,66.61,2nd,2024,Active,dealer,,  Tier 1  
Uttar Pradesh,54.64,Kawasaki,Ninja 400,318013,2021,991,  Electric  ,64.19,2nd,2022,expired,  Dealer  ,148193.47,Tier 3
RAJASTHAN,73.02,kawasaki,Ninja 400,298448,2016,245,hybrid,,Third,2022,EXPIRED,INDIVIDUAL,168606.23,Tier 2
Karnataka,13.87,Kawasaki,Vulcan S,235465,2020,389,Hybrid,62.25,2nd,2023,Active,individual,178910.74,Tier 1
  West Bengal  ,68.15,kawasaki,Ninja 300,361573,2016,542,Electric,67.9,second owner,2021,Not Available,dealer,239578.83,tier 1
  Tamil Nadu  ,34.38,tvs,Ronin,223061,2024,230,Electric,65.37,third owner,2024,not available,Individual,168659.29,tier 3
Karnataka,9.83,tvs,Ronin,338519,2021,771,hybrid,66.48,First,2021,Not Available,INDIVIDUAL,167425.55,Tier 1
West Bengal,33.58,YAMAHA,FZ V3,179257,2023,877,Electric,60.19,second owner,2024,Active,Dealer,136384.78,TIER 1
  Punjab  ,14.22,KTM,250 Duke,72124,2021,407,Petrol,46.73,third owner,2023,Expired,dealer,45442.25,  Tier 3  
Uttar Pradesh,7.79,  KTM  ,250 Duke,"₹367,930",2022,245,Hybrid,60.98,third owner,2023,  Active  ,Dealer,258394.55,Tier 1
Madhya Pradesh,32.59,  Kawasaki  ,Z650,220070,2018,562,Electric,84.3,,2024,Expired,Individual,97635.78,Tier 1
Tamil Nadu,65.7,  Bajaj  ,Platina 110,261950,2016,793,PETROL,,SECOND,2023,active,individual,156054.4,Metro
West Bengal,68.43,  KTM  ,390 Adventure,138725,2022,964,  Hybrid  ,81.88,THIRD,2023,Not Available,Dealer,98925.47,  Tier 1  
west bengal,24.72,Honda,Dio,273884,2018,365,Electric,84.92,SECOND,2024,Not Available,Dealer,124004.06,Tier 3
uttar pradesh,42.81,Bajaj,Avenger 220,183637,2021,948,Electric,60.2,first owner,2021,Not Available,individual,139044.42,tier 1
Rajasthan,11.56,Honda,Dio,127797,2022,460,ELECTRIC,74.56,Third,2023,Expired,Individual,69554.23,Tier 3
Punjab,6.04,Yamaha,FZ V3,211692,2018,826,electric,99.38,3rd,2022,EXPIRED,  Individual  ,156307.34,Tier 3
gujarat,18.0,  TVS  ,Apache RTR 160,226142,2021,839,Electric,68.55,third owner,2024,  Not Available  ,individual,169717.83,Tier 3
West Bengal,67.37,ktm,390 Adventure,308443,2018,291,hybrid,63.57,Third,2023,,Dealer,151326.31,metro
Rajasthan,57.58,kawasaki,Ninja 300,326696,2024,917,Electric,95.0,second owner,2024,  Not Available  ,Individual,219695.8,TIER 1
Madhya Pradesh,22.42,Bajaj,CT 100,178912,2024,567,Electric,70.3,Second,2024,Not Available,DEALER,100777.82,  Tier 3  
UTTAR PRADESH,55.49,Yamaha,Fascino 125,134230,2023,199,Petrol,45.84,3rd,2023,  Not Available  ,Individual,56075.14,Tier 2
Delhi,42.1,Honda,Dio,116973,2024,359,HYBRID,96.87,SECOND,2024,,  Individual  ,87522.04,Tier 1
  Karnataka  ,14.58,KTM,250 Duke,346546,2016,653,ELECTRIC,74.33,Second,2024,Active,dealer,204171.69,Tier 2
KARNATAKA,61.95,Honda,Dio,253529,2017,220,electric,93.19,3rd,2021,,individual,106241.68,tier 2
Madhya Pradesh,21.83,Royal Enfield,Classic 350,62774,2017,246,  Electric  ,85.53,2nd,2022,Active,Dealer,26524.51,Tier 3
Maharashtra,22.39,KTM,250 Duke,137213,2023,563,Petrol,35.93,THIRD,2024,Not Available,Individual,83143.89,Tier 2
  Gujarat  ,39.57,  Yamaha  ,MT-15,284385,2021,684,Hybrid,91.34,THIRD,2022,ACTIVE,individual,115128.47,Tier 1
Gujarat,66.72,  Honda  ,Unicorn,318764,2018,809,Hybrid,69.97,Third,2022,Not Available,Individual,197156.4,Tier 3
Gujarat,27.74,KAWASAKI,Versys 650,190274,2020,719,electric,81.71,2nd,2024,Not Available,dealer,127797.15,metro
punjab,77.08,Yamaha,FZ V3,188831,2020,977,petrol,40.0,THIRD,2023,Active,Individual,87265.88,Metro
Maharashtra,58.2,Royal Enfield,Interceptor 650,307197,2018,751,petrol,57.81,second owner,2023,NOT AVAILABLE,Dealer,147781.71,Tier 2
Rajasthan,18.71,HERO,Passion Pro,237809,2024,718,Hybrid,66.56,second owner,2024,Not Available,Individual,155920.62790523848,Tier 3
Gujarat,38.09,tvs,NTorq 125,271348,2021,315,electric,75.82,SECOND,2023,Expired,  Dealer  ,171452.21,tier 3
Maharashtra,74.61,Royal Enfield,Himalayan,160187,2021,385,  Petrol  ,37.79,second owner,2023,Active,Individual,,TIER 2
Punjab,6.83,Honda,Dio,381429,2020,771,Electric,93.4,Third,2021,NOT AVAILABLE,Dealer,302588.59,Tier 1
  Uttar Pradesh  ,76.81,  Honda  ,CBR 650R,358685,2016,928,PETROL,31.11,3rd,2021,Not Available,dealer,286753.77,Tier 1
Gujarat,12.32,Bajaj,Dominar 400,87786,2016,178,Electric,72.26,2nd,2021,  Expired  ,Dealer,45368.97,Tier 3
Madhya Pradesh,27.3,Honda,Activa,124943,2017,206,Petrol,25.03,Second,2023,  Expired  ,DEALER,87680.28,Tier 2
Karnataka,44.34,BAJAJ,Pulsar 150,79604,2021,132,Electric,70.69,third owner,2023,Active,Individual,54450.71,Tier 1
Maharashtra,51.39,Bajaj,Pulsar 150,373064,2022,584,Petrol,42.22,3rd,2024,EXPIRED,INDIVIDUAL,267307.51,METRO
Madhya Pradesh,43.67,BAJAJ,Platina 110,222220,2022,213,Electric,66.02,1st,2022,not available,Dealer,101514.44,Metro
GUJARAT,23.43,KTM,390 Adventure,62824,2024,639,electric,85.7,Third,2024,Active,Individual,28447.66,TIER 2
Karnataka,19.11,Honda,Shine,137513,2022,460,Petrol,54.87,Third,2023,expired,INDIVIDUAL,76320.13,Tier 3
Madhya Pradesh,47.6,honda,Dio,369806,2020,146,electric,64.19,,2023,Not Available,Individual,148806.82,Tier 1
GUJARAT,55.29,KTM,Duke 200,366465,2017,292,  Hybrid  ,99.62,SECOND,2023,not available,Individual,175495.58,Metro
RAJASTHAN,45.08,Hero,Xtreme 160R,324376,2017,798,Hybrid,66.09,second owner,2023,Expired,Dealer,185477.49,Metro
Uttar Pradesh,60.29,royal enfield,Himalayan,144639,2022,532,  Hybrid  ,90.4,second owner,2024,expired,  Dealer  ,64471.51,TIER 3
Punjab,54.47,bajaj,Avenger 220,399627,2019,202,HYBRID,92.53,Second,2021,Expired,Dealer,291600.18,  Metro  
Madhya Pradesh,39.58,TVS,NTorq 125,365843,2020,539,electric,62.91,second owner,2021,Active,individual,277854.91,Tier 1
Tamil Nadu,73.0,royal enfield,Himalayan,237722,2019,853,electric,94.49,SECOND,2021,Not Available,Dealer,139116.39,Metro
Maharashtra,77.34,KTM,RC 390,168065,2020,277,Hybrid,97.76,THIRD,2019,Active,individual,133658.93,  Tier 3  
UTTAR PRADESH,49.78,Tvs,Sport,227419,2024,437,  Electric  ,60.3,first owner,2024,Not Available,Individual,159955.25,Tier 3
  Delhi  ,16.62,yamaha,MT-15,208201,2019,441,Petrol,34.97,2nd,2022,  Active  ,INDIVIDUAL,129270.78,TIER 3
DELHI,16.02,Honda,Unicorn,181986,2020,901,  Electric  ,72.95,THIRD,2023,Active,Dealer,73781.11,metro
  Uttar Pradesh  ,69.69,Kawasaki,Ninja 300,99188,2021,884,Petrol,38.37,3rd,2022,Expired,Dealer,48082.34,TIER 1
  Gujarat  ,26.69,kawasaki,Vulcan S,136622,2024,530,  Petrol  ,37.18,first owner,2024,ACTIVE,Dealer,72476.88,  Metro  
  Rajasthan  ,8.02,tvs,Sport,249222,2024,197,  Petrol  ,49.01,Second,2024,Active,dealer,147655.12,METRO
rajasthan,41.79,KTM,250 Duke,74711,2021,128,Electric,88.24,2nd,2021,ACTIVE,dealer,31983.98,Metro
Madhya Pradesh,31.11,KTM,125 Duke,375046,2020,463,Electric,60.92,second owner,2021,Expired,Dealer,182423.7611191645,METRO
west bengal,52.82,Ktm,Duke 200,91710,2018,529,Electric,66.44,,2024,NOT AVAILABLE,individual,65269.25,Tier 3
West Bengal,48.95,yamaha,R15 V4,261236,2021,887,  Electric  ,69.12,FIRST,2021,  Not Available  ,Individual,132188.34,TIER 3
  West Bengal  ,77.21,KTM,250 Duke,233031,2022.0,913,Electric,95.07,third owner,2023,ACTIVE,Individual,111236.41,metro
Punjab,76.75,Kawasaki,Ninja 300,184054,2019,219,petrol,37.62,third owner,2024,Expired,DEALER,117202.76,metro
karnataka,15.86,Hero,Xtreme 160R,182920,2019,108,HYBRID,86.55,THIRD,2021,Not Available,Dealer,129188.69,TIER 3
Uttar Pradesh,44.74,Hero,HF Deluxe,339403,2022,911,PETROL,55.67,,2022,  Active  ,Individual,270900.13,  Tier 2  
Delhi,58.26,HERO,Glamour,268616,2019,267,Petrol,55.23,SECOND,2024,Expired,Individual,133128.19,tier 2
MAHARASHTRA,8.44,hero,Xtreme 160R,363140,2023,937,hybrid,81.43,2nd,2023,Active,DEALER,149775.84,Tier 1
GUJARAT,32.42,honda,Shine,260574,2019,709,Hybrid,94.25,third owner,2024,Expired,Individual,181985.28,Tier 3
Rajasthan,68.21,  Hero  ,HF Deluxe,324698,2022.0,617,petrol,54.15,Second,2022,Expired,individual,135871.8,TIER 1
  Karnataka  ,55.3,HONDA,Activa,245248,2024,219,hybrid,,third owner,2024,,DEALER,186388.64,  Tier 3  
Karnataka,70.66,Kawasaki,Z650,196094,2020,403,  Electric  ,81.34,third owner,2024,Active,individual,121976.43,Tier 2
West Bengal,47.49,Hero,Passion Pro,381790,2016,283,ELECTRIC,83.53,Second,2024,Active,Individual,267916.56,Tier 1
Punjab,8.35,Honda,Unicorn,215530,2024,227,  Petrol  ,42.87,2nd,2024,Not Available,individual,101821.32,Tier 2
PUNJAB,50.29,HONDA,Unicorn,116257,2024,135,electric,77.91,3rd,2024,Expired,DEALER,73210.17,  Metro  
West Bengal,63.62,  Royal Enfield  ,Himalayan,341980,2021,784,Petrol,29.18,Second,2023,Not Available,INDIVIDUAL,223233.5,  Tier 1  
Delhi,20.77,Ktm,RC 390,360011,2020,968,  Hybrid  ,71.4,SECOND,2024,Not Available,INDIVIDUAL,192735.35,  Tier 3  
Madhya Pradesh,17.6,Honda,Unicorn,205380,2021,851,  Hybrid  ,88.23,SECOND,2023,not available,Individual,114388.65,Tier 3
west bengal,67.56,  Honda  ,Shine,113701,2017,235,HYBRID,83.53,Third,2024,expired,Dealer,46607.11,tier 1
delhi,17.05,Royal Enfield,Himalayan,223132,2021,9999,Petrol,34.39,Third,2022,Not Available,  Individual  ,163954.06,Tier 1
Madhya Pradesh,26.96,HONDA,Dio,385316,2022,755,ELECTRIC,70.5,third owner,2024,Expired,Dealer,157446.85,TIER 3
Punjab,14.36,Kawasaki,Versys 650,73453,2021,584,Petrol,31.85,second owner,2023,Active,DEALER,41405.08,  Tier 2  
Tamil Nadu,47.96,Ktm,RC 390,382869,2020,948,Electric,84.15,3rd,2024,EXPIRED,Dealer,159084.16,  Tier 1  
delhi,66.06,Hero,Glamour,226406,2021,518,Hybrid,80.88,third owner,2024,Expired,Dealer,162158.14,METRO
Rajasthan,35.36,  Honda  ,Dio,322940,2017,444,petrol,50.38,SECOND,2022,Active,INDIVIDUAL,138437.51,Metro
MADHYA PRADESH,52.56,Bajaj,Dominar 400,203088,2023,368,Petrol,45.36,1st,2023,EXPIRED,dealer,94038.52,  Tier 3  
Madhya Pradesh,12.14,Royal Enfield,Hunter 350,123419,2020,441,Petrol,32.59,Third,2024,Active,Dealer,76133.01,TIER 1
karnataka,38.02,Hero,Passion Pro,323101,2023,259,Petrol,30.13,Second,2024,expired,Dealer,243374.59,Tier 1
Tamil Nadu,39.33,BAJAJ,Pulsar 150,299501,2021,363,Electric,89.79,1st,2021,Expired,Individual,124342.94,Tier 3
Punjab,31.19,TVS,NTorq 125,358251,2023,986,ELECTRIC,92.38,FIRST,2023,  Not Available  ,DEALER,271257.6,  Metro  
UTTAR PRADESH,49.35,Bajaj,CT 100,142129,2019,402,Electric,91.76,Third,2023,expired,dealer,60068.55,tier 1
Uttar Pradesh,52.05,Royal Enfield,Hunter 350,"₹144,753",2020,560,Petrol,41.09,Third,2021,Not Available,individual,101802.79,  Tier 1  
West Bengal,44.29,TVS,Ronin,328713,2020,779,Hybrid,81.41,SECOND,2023,ACTIVE,DEALER,233837.65,tier 3
Madhya Pradesh,32.68,KTM,125 Duke,60127,2021,412,Electric,86.56,Second,2021,active,  Individual  ,,Tier 3
delhi,5.12,Royal Enfield,Hunter 350,194425,2023,478,Hybrid,63.78,second owner,2023,  Expired  ,Dealer,86664.74,Tier 3
  Gujarat  ,67.44,  Kawasaki  ,Z650,373703,2024,706,PETROL,48.96,2nd,2024,Not Available,INDIVIDUAL,232102.35,Tier 3
tamil nadu,31.53,yamaha,FZ V3,"₹263,156",2023,379,Hybrid,97.69,Second,2023,Expired,individual,147574.94,Tier 3
Tamil Nadu,74.35,  Yamaha  ,MT-15,184636,2022,418,Petrol,35.38,First,2022,not available,individual,111548.68,Metro
West Bengal,37.01,HERO,Passion Pro,168168,2016,952,  Electric  ,83.77,3rd,2021,,Individual,102694.0,tier 3
Rajasthan,52.78,Hero,Passion Pro,113756,2024,519,Petrol,55.79,3rd,2024,Not Available,  Individual  ,83582.84,Tier 2
Rajasthan,74.55,royal enfield,Meteor 350,290488,2020,821,hybrid,82.2,Third,2021,expired,individual,168816.82,Metro
